Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-641.9075522443542,0.005131578947368421,1000.0,1,20000,40,0.012555294670164585,0.00029939999999999996,19.223666833612484,0.002832883206091895,-0.014046803705755787,17.811194896697998,93.83815574645996,111.64935278892517,-2.1514891557217197e-07,-8.225440883968815e-10
-616.7486458302915,0.034040169089634705,1000.0,2,40000,40,0.01631445623934269,0.00029879999999999994,21.432644175531003,0.0002005339293823352,-0.01758952530966804,17.13313913345337,94.29958176612854,111.4327232837677,-6.790160966829717e-08,2.503394991304475e-10
-607.7518328788159,0.021033114969652454,1000.0,3,60000,40,0.016357451677322388,0.00029819999999999993,22.093055796813662,0.00011346426660766563,-0.02078358593494289,18.09417176246643,93.08118414878845,111.17535877227783,-6.408691177739456e-08,1.8849968808076767e-10
-570.7756747582142,0.008,1000.0,4,80000,40,0.018384097144007683,0.0002975999999999999,22.659714597977768,1.565575660260773e-05,-0.021657135598949148,18.366421222686768,93.40090560913086,111.76733446121216,-7.247924571629483e-08,6.109476119453561e-11
-525.7676173809772,0.0,1000.0,5,100000,30,0.020104823634028435,0.0002969999999999999,23.02800694949076,4.353416498182482e-07,-0.02281453390402424,17.083884239196777,69.33531594276428,86.41920256614685,-1.0681151962899094e-08,-2.1466984440055015e-11
-489.306618777977,0.011999999999999999,1000.0,6,120000,24,0.02059185318648815,0.0002963999999999999,19.841575272294026,0.0003853858380218593,-0.023260256695324066,18.831344842910767,55.74493885040283,74.5762882232666,3.8146971692576415e-10,-1.430511403777146e-10
-466.4082519262148,0.020000000000000004,1000.0,7,140000,22,0.020578155294060707,0.00029579999999999987,16.628967251709785,1.9659924373468796e-07,-0.021875450618872368,19.338853120803833,51.62772607803345,70.96658134460449,-3.509521562250484e-08,1.6563571347827377e-10
-425.55706507530647,0.023,1000.0,8,160000,17,0.021853869780898094,0.0002951999999999999,17.491698377720734,0.0008655510464756728,-0.02115059259342892,18.27836847305298,39.59504699707031,57.8734176158905,3.051757735406113e-09,-9.536742923144104e-11
-384.15839524078086,0.045000000000000005,1000.0,9,180000,20,0.020596109330654144,0.0002945999999999999,23.767069689381998,0.00043231244949937003,-0.021044844385688773,19.402469158172607,45.98577833175659,65.38825154304504,-1.5258788677030566e-09,1.788139358804841e-10
-342.605201041462,0.07300000000000002,1000.0,10,200000,18,0.02185050956904888,0.0002939999999999999,16.84475651632017,0.00043219147082845897,-0.020932836622812374,18.778301239013672,42.22936797142029,61.00767230987549,-1.1444091230217168e-09,-4.768371461572052e-11
-304.6394352917023,0.06700000000000002,1000.0,11,220000,14,0.020053263753652573,0.00029339999999999987,17.24577050250396,0.0004351418157797857,-0.02045409080399424,18.280587434768677,32.63087511062622,50.91146469116211,1.831054596834747e-08,-1.9073485846288207e-10
-264.8623013116371,0.042,1000.0,12,240000,17,0.020312588661909103,0.0002927999999999999,17.154528917708,7.45709955018927e-09,-0.022096055109467615,18.742650747299194,40.7984504699707,59.54110360145569,6.103515470812226e-09,-4.1042221704534754e-11
-224.39539864827265,0.06700000000000002,1000.0,13,260000,13,0.02142549306154251,0.0002921999999999999,17.251808665255183,0.002530927460601001,-0.018991614810474223,18.947450876235962,29.107226133346558,48.05468130111694,1.2969969986897922e-08,9.536742923144104e-11
-186.542531023341,0.123,1000.0,14,280000,11,0.020049192011356354,0.0002915999999999999,20.977930566304096,0.0021454794495402328,-0.016551415969661216,19.52564001083374,25.836450338363647,45.36209273338318,4.50134258755952e-08,6.198883073516015e-10
-143.57552050751315,0.20200000000000004,1000.0,15,300000,8,0.020226070657372475,0.00029099999999999986,18.56054738706674,0.0008673512975776837,-0.014138956552188392,18.131791591644287,19.754798889160156,37.886592388153076,5.493163968139925e-08,0.0
-106.14795632408024,0.12900000000000003,1000.0,16,320000,13,0.02084863930940628,0.00029039999999999985,17.95840718231145,1.609526266843827e-08,-0.01935710061653262,18.407283306121826,30.976239442825317,49.38352680206299,2.5939939973795845e-08,-9.728828159749625e-11
-73.9507319356362,0.10700000000000001,1000.0,17,340000,10,0.020940789952874184,0.00028979999999999983,24.271412033166367,0.0017201054684077603,-0.016701028741800936,18.462132692337036,23.434792518615723,41.89692711830139,3.204345588869728e-08,-2.861022807554292e-10
-37.61744856010584,0.09100000000000001,1000.0,18,360000,11,0.02096433937549591,0.0002891999999999998,24.9124025751469,0.0008670391157722461,-0.01625841374328074,19.35134530067444,24.948723554611206,44.30007243156433,2.4414061883248905e-08,-9.536742923144104e-11
17.433188516955735,0.10600000000000001,1000.0,19,380000,8,0.020316023379564285,0.0002885999999999998,27.07539120268898,0.000862943730218218,-0.01480036433458852,18.577582836151123,19.46854257583618,38.046127796173096,2.2888183792701966e-08,0.0
67.83542366907287,0.14800000000000005,1000.0,20,400000,1,0.022918635979294777,0.00028799999999999984,23.49164885987108,0.004540456806537691,0.0027984100105330205,19.466055870056152,2.3609049320220947,21.826964855194092,-1.2207030941624453e-08,0.0
127.28238197949243,0.41500000000000004,1000.0,21,420000,10,0.022694896906614304,0.00028739999999999983,33.932252297081504,0.02354521318804949,-0.014660619944929124,19.0988929271698,22.55668544769287,41.655582904815674,3.738403364650367e-08,3.8146971692576415e-10
202.6315855966979,0.9279999999999999,1000.0,22,440000,5,0.0223314817994833,0.0002867999999999998,23.26489796196691,0.018433936274336718,-0.009856724385588695,17.781445264816284,12.378059148788452,30.15950632095337,-4.425048771850015e-08,1.9073485846288207e-10
271.0735173182627,1.2149999999999999,1000.0,23,460000,8,0.020969558507204056,0.0002861999999999998,28.459373627607814,0.013441821592575395,-0.013486967521374479,19.08470845222473,18.374029397964478,37.458741426467896,4.1961669694501325e-09,7.629394338515283e-10
324.4353844164238,1.4260000000000004,1000.0,24,480000,6,0.020316634327173233,0.0002855999999999998,34.83081732314235,0.05225234987083783,-0.010795885555672284,18.67161202430725,13.926238298416138,32.59785318374634,8.068084866863501e-08,1.3351439953623867e-09
