Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-657.4433340140729,0.0,1000.0,1,20000,40,0.012686772271990776,0.00029939999999999996,18.25204723132685,0.00237859417669034,-0.014159548343843616,18.692372798919678,92.08023715019226,110.77261185646057,5.56945778384943e-08,-1.5735626135437997e-09
-637.6607167014226,0.061096009747976375,1000.0,2,40000,40,0.014644523151218891,0.00029879999999999994,26.473820053045742,0.001634060561402363,-0.01698577787779932,18.594154119491577,92.63579320907593,111.22994923591614,-7.705688176429248e-08,-1.1920928133513087e-10
-618.9386689020436,0.06309934490895737,1000.0,3,60000,40,0.015162934549152851,0.00029819999999999993,24.239116483069836,0.00021448420858750426,-0.01936225142343321,18.88511085510254,92.18131399154663,111.06642770767212,-1.3580321933659434e-07,4.768371461572052e-11
-592.1700263943293,0.05100000000000001,1000.0,4,80000,40,0.018504438921809196,0.0002975999999999999,27.878409187405254,0.0005991506230063028,-0.023321660487695385,19.486586332321167,92.99524474143982,112.4818332195282,-8.096694870118881e-08,0.0
-562.3475601448315,0.023000000000000003,1000.0,5,100000,30,0.020081613212823868,0.0002969999999999999,24.5738986058484,8.636180785107038e-05,-0.022807557911575398,18.260879516601562,70.1186933517456,88.37957572937012,-1.2969969986897922e-08,8.940696273607163e-12
-519.289447831685,0.020000000000000004,1000.0,6,120000,22,0.020045122131705284,0.0002963999999999999,22.801485251036972,1.865445220713603e-09,-0.021004171370367152,18.73262882232666,50.83569550514221,69.5683262348175,-2.231597839852384e-08,2.0430887884281823e-12
-462.18015771871114,0.007000000000000001,1000.0,7,140000,32,0.021562742069363594,0.00029579999999999987,22.99986605360485,1.6322032453532687e-09,-0.024412507530550635,18.897045135498047,74.58688068389893,93.4839277267456,-1.3351439953623867e-08,1.3480894352213557e-11
-414.8417786907759,0.0,1000.0,8,160000,22,0.02032499574124813,0.0002951999999999999,20.223572294067374,1.4463951584672189e-09,-0.022329583997785993,17.987682580947876,51.55372977256775,69.54141402244568,4.577636492086867e-09,-1.0035000608255018e-11
-381.5878116084466,0.001,1000.0,9,180000,15,0.021065039560198784,0.0002945999999999999,19.299176022039052,0.0004321295697956404,-0.020848370286516045,18.91048836708069,34.45523977279663,53.36573100090027,-3.051757735406113e-09,1.9073485846288207e-10
-353.32780815735373,0.020000000000000004,1000.0,10,200000,10,0.02022026665508747,0.0002939999999999999,21.357471239071685,1.5442013041890834e-09,-0.016212339233607053,18.5160870552063,23.625019788742065,42.141108751297,1.3732909920349812e-08,1.4039687815103896e-11
-320.9241381803343,0.020000000000000004,1000.0,11,220000,14,0.02204897813498974,0.00029339999999999987,16.59135637376908,8.946572235265299e-10,-0.020463341184382106,19.212613582611084,31.784573793411255,50.99718880653381,2.2125243859250077e-08,-3.1432134998087e-13
-275.2760119270322,0.009,1000.0,12,240000,14,0.021303916350007057,0.0002927999999999999,17.785140390104488,8.062997578610182e-10,-0.019786213780105085,18.034950494766235,33.66769099235535,51.702643156051636,-1.9454954980346884e-08,-3.816967141662131e-12
-235.14257959615594,0.015,1000.0,13,260000,15,0.021630940958857536,0.0002921999999999999,20.817519539740648,0.0032473910513655126,-0.019192860597353804,18.421509981155396,34.560786485672,52.982298135757446,-1.0681151962899094e-08,1.9073485846288207e-10
-193.83062379177824,0.06000000000000001,1000.0,14,280000,11,0.020180722698569298,0.0002915999999999999,15.414181450027524,3.8170907657123846e-09,-0.018223731029554747,18.23365592956543,26.181692361831665,44.41534972190857,2.9754637864698452e-08,1.8900027376478334e-11
