Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-678.9113173046263,0.0,1000.0,1,20000,0.0008285375,29.900542505835272,0.003618048284325903,6.799697871429089e-08,19.787906646728516,6.3985724449157715,26.186482429504395,-7.20977766377473e-08,-4.768371461572052e-11,0.6916914582252502,0.07914797216653824,0.04180276766419411,0.11444274336099625,0.3997909724712372,1.0
-688.5892761287636,0.0038478407557354924,1000.0,2,40000,0.0007980261,33.7616036870677,0.000645858140476567,3.19480886190604e-09,19.957624673843384,6.5000691413879395,26.45769715309143,-6.103515470812226e-09,5.960464066756543e-11,0.7289072871208191,0.07765969634056091,0.03764309361577034,0.10655976086854935,0.39536142349243164,1.0
-671.7672268138328,0.021033114969652454,1000.0,3,60000,0.0009372932,39.76278661618567,0.0001574684125571482,5.361437516171463e-09,18.93282175064087,6.204239845275879,25.13706350326538,-5.7220459481754915e-09,2.384185730786026e-11,0.7079659104347229,0.08089515566825867,0.03990296274423599,0.1142800971865654,0.3875647187232971,1.0
-640.6105414308479,0.020000000000000004,1000.0,4,80000,0.0006929039,47.33912450826851,6.870053471320021e-05,-8.302927234637991e-09,17.56707239151001,6.048691749572754,23.615765810012817,9.059905714536853e-09,1.8328427664471292e-10,0.8018937110900879,0.07464058697223663,0.031102566048502922,0.09309867024421692,0.3748401999473572,1.0
-597.4922570101593,0.007000000000000001,1000.0,5,100000,0.00072534854,38.70689864796438,9.377931544682944e-07,2.6455614587916898e-08,19.61449933052063,6.827495574951172,26.441997528076172,-2.632141082870021e-08,-2.495944562141972e-10,0.7716269493103027,0.07551682740449905,0.03359039127826691,0.09788497537374496,0.3823932409286499,1.0
-566.4229776785899,0.0,1000.0,6,120000,0.0007088834,37.186499860484126,6.505581084430288e-07,-2.4133640863510664e-08,19.9144070148468,6.841721773147583,26.756131410598755,2.2888183792701966e-08,2.796761711110207e-10,0.8111909627914429,0.07590518891811371,0.030393706634640694,0.09359166771173477,0.3596646189689636,1.0
-539.5414655946271,0.006,1000.0,7,140000,0.0009868777,37.962192924159346,0.0008749022529319542,1.0430812658057675e-08,18.425421953201294,6.478026628494263,24.903451204299927,-7.629394005448376e-09,-2.562999534827526e-10,0.6819149851799011,0.08080878853797913,0.04300999641418457,0.11851765960454941,0.4084142744541168,1.0
-512.9233651799545,0.04000000000000001,1000.0,8,160000,0.0011400182,29.037686677799105,2.4259162106393707e-07,-7.205130270193649e-09,18.164687395095825,5.838068246841431,24.002758264541626,9.155272984173735e-09,-3.378372581686051e-10,0.7802128195762634,0.08416203409433365,0.03285516798496246,0.10788679122924805,0.3390052616596222,1.0
-487.82168508529685,0.04000000000000001,1000.0,9,180000,0.0010827316,33.321626439671604,1.7166876081457367e-07,1.9930302200266148e-11,19.246040105819702,6.467390298843384,25.713433027267456,-6.103515470812226e-09,2.0163133315764803e-11,0.731665849685669,0.08364437520503998,0.037359777837991714,0.1143350601196289,0.36120930314064026,1.0
-449.1311283684694,0.014000000000000002,1000.0,10,200000,0.0011059194,35.706363334169815,1.2021182456035482e-07,-1.3448763214185533e-09,19.608023405075073,6.155213356018066,25.76323914527893,0.0,1.8118880007467197e-10,0.7385517954826355,0.08266953378915787,0.036666374653577805,0.11194933205842972,0.37133368849754333,1.0
-411.6477216113144,0.0,1000.0,11,220000,0.0007210677,32.710209855000684,8.46354002264722e-08,-2.372800178562784e-09,18.740520238876343,5.785612106323242,24.52613377571106,-1.5258788677030566e-09,-8.423812342117643e-11,0.898551881313324,0.07539984583854675,0.02477099932730198,0.08393372595310211,0.32690784335136414,1.0
-381.78817223036356,0.0,1000.0,12,240000,0.0010247681,26.69139875545623,6.493691312964254e-08,3.112200497312756e-09,19.369511365890503,5.755827188491821,25.125340700149536,-4.959106458812812e-09,6.093178045452063e-11,0.787309467792511,0.08215446025133133,0.03226553648710251,0.104366235435009,0.3420862555503845,1.0
-356.39743732298007,0.0,1000.0,13,260000,0.0009347427,25.347879862329762,4.445746185003509e-08,2.385047048747424e-09,18.32978391647339,6.423168182373047,24.75295352935791,-4.577636492086867e-09,9.61823398704098e-11,0.8791365027427673,0.0793173685669899,0.025877194479107857,0.09023864567279816,0.3225201964378357,1.0
-345.2913225537589,0.0,1000.0,14,280000,0.0010067307,25.687246978662575,3.714470532713314e-08,1.181464148736211e-09,18.18408203125,6.027954339981079,24.212038040161133,-3.051757735406113e-09,3.718305177646819e-11,0.8099089860916138,0.07948054373264313,0.030489999800920486,0.09815078228712082,0.35621413588523865,1.0
-321.1043869120117,0.0,1000.0,15,300000,0.0012409532,25.324615118306156,2.407656442962715e-08,-7.587402706121793e-09,19.87024760246277,6.323161602020264,26.193410873413086,7.629394005448376e-09,4.2142345169082773e-11,0.7597695589065552,0.08443646878004074,0.034647032618522644,0.11114724725484848,0.3553062677383423,1.0
-295.7762184163136,0.0,1000.0,16,320000,0.0010084469,22.251375271256563,1.689784117358847e-08,-1.5097553207610304e-09,18.694138765335083,6.108477830886841,24.802619218826294,1.5258788677030566e-09,1.6076955738908438e-11,0.7192535400390625,0.081432044506073,0.038660354912281036,0.11323009431362152,0.382767915725708,1.0
-266.8133569678484,0.0,1000.0,17,340000,0.001670607,22.0820123429511,1.2436164959258171e-08,-2.74844929037954e-08,17.94277262687683,5.884727954864502,23.827502489089966,2.7465819840699623e-08,-1.8719583175230703e-11,0.7787363529205322,0.08750471472740173,0.032979872077703476,0.11238084733486176,0.3472835123538971,1.0
-237.15198826737978,0.0,1000.0,18,360000,0.0018077078,24.78296066879467,9.494030171231244e-09,-6.0810529944888e-09,19.38080143928528,5.929369926452637,25.31017303466797,6.103515470812226e-09,2.254382618083195e-11,0.7316763401031494,0.08867605775594711,0.037358708679676056,0.12120861560106277,0.3638080656528473,1.0
-203.38277013861668,0.0,1000.0,19,380000,0.0011424959,20.841657725413135,7.1763259661702954e-09,-1.0630906821518238e-08,18.795045614242554,6.638556003570557,25.4336040019989,9.53674295089968e-09,5.03147003227955e-11,0.7462515830993652,0.08216747641563416,0.03591363504528999,0.11012038588523865,0.3715510368347168,1.0
-181.66157361841042,0.0,1000.0,20,400000,0.0013473869,19.77675712366772,5.32675085371195e-09,1.9867357536895724e-08,18.468851804733276,6.122408866882324,24.59126329421997,-1.678466787780053e-08,3.094901418476681e-11,0.7035651803016663,0.08358851820230484,0.04040370509028435,0.11881966143846512,0.39004698395729065,1.0
-170.0258267276891,0.0,1000.0,21,420000,0.0017587352,24.389364002009106,6.0564095744170586e-09,-1.1438306302125056e-08,18.913002729415894,6.120771884918213,25.03377628326416,9.918212917625624e-09,5.8498696338393774e-12,0.712091863155365,0.08644378930330276,0.039441898465156555,0.12140372395515442,0.38916274905204773,1.0
-153.24825498364277,0.0,1000.0,22,440000,0.001218586,24.929316966548846,5.0494484491062984e-09,-1.1423326284898394e-08,18.14921808242798,6.191736698150635,24.340957164764404,6.103515470812226e-09,2.083543233777352e-11,0.6687561869621277,0.08350130915641785,0.04471921920776367,0.12487051635980606,0.4075559377670288,1.0
-126.288113402146,0.0,1000.0,23,460000,0.0017926513,24.73488464173238,3.561062069745784e-09,6.0931339973535614e-09,19.966030836105347,7.0127129554748535,26.97874665260315,-4.577636492086867e-09,-1.0387156412772214e-11,0.7705808877944946,0.08887122571468353,0.03368165343999863,0.11534154415130615,0.343717098236084,1.0
-100.89464982120619,0.0,1000.0,24,480000,0.00162015,23.612193178067542,3.416792309983615e-09,8.781024796178372e-09,18.129676342010498,6.447513580322266,24.577191591262817,-9.918212917625624e-09,7.18573551355961e-12,0.758030116558075,0.08183155208826065,0.03480622172355652,0.10796505212783813,0.3914140462875366,1.0
-75.77339914393157,0.028000000000000004,1000.0,25,500000,0.0016515148,28.849213351109984,0.0008619690040565058,-2.0933150324253802e-08,18.92440128326416,6.716078996658325,25.64048194885254,1.831054596834747e-08,3.337859988405967e-10,0.7078709006309509,0.08881130814552307,0.03991367667913437,0.12547172605991364,0.37431472539901733,1.0
-50.08888727997936,0.04000000000000001,1000.0,26,520000,0.0013289273,23.379775416623254,2.028432235059837e-09,3.0552371743652884e-09,17.473349809646606,6.499983549118042,23.973334550857544,-1.0681151962899094e-08,3.489549144433668e-12,0.8077623844146729,0.08423146605491638,0.03065226599574089,0.10429001599550247,0.3427594304084778,1.0
-32.81485513186429,0.031000000000000007,1000.0,27,540000,0.002424577,26.68892769479448,4.547895680716259e-09,-3.053568065070067e-09,19.161630868911743,6.576908826828003,25.73854112625122,-3.433227480087453e-09,-1.842272428359548e-12,0.7915720343589783,0.09064079076051712,0.031918976455926895,0.11451732367277145,0.35021552443504333,1.0
-16.728379434208687,0.001,1000.0,28,560000,0.0028646875,29.60065279310676,4.460088345622582e-09,-2.4411304977434156e-08,18.24383306503296,6.592612981796265,24.8364474773407,1.831054596834747e-08,2.7517671301324764e-12,0.8157536387443542,0.09432636946439743,0.030054660513997078,0.11564227938652039,0.330129474401474,1.0
1.7925050516254921,0.0,1000.0,29,580000,0.0016967946,25.22079251040319,3.4351179934702365e-09,2.975357915602217e-08,18.52860736846924,6.135600566864014,24.664210319519043,-3.33786012163273e-08,-1.050648283651423e-12,0.8396125435829163,0.08718157559633255,0.028370831161737442,0.10384788364171982,0.33094021677970886,1.0
21.518014089193397,0.011,1000.0,30,600000,0.0028245163,23.05009477032218,0.0004435039370057442,-6.628036341993493e-09,18.683672189712524,5.859785795211792,24.543460845947266,6.484984993448961e-09,9.536742923144104e-11,0.6940074563026428,0.09725473076105118,0.04152423143386841,0.14014364778995514,0.3729093074798584,1.0
45.027741883172745,0.030000000000000006,1000.0,31,620000,0.002180423,25.83734534621998,0.0004136352476818249,-6.198882740449108e-09,19.028218269348145,6.169741630554199,25.197961568832397,3.051757735406113e-09,-2.622604355906333e-10,0.8139688968658447,0.09000413864850998,0.030186600983142853,0.11058524996042252,0.3426539897918701,1.0
70.95903602038094,0.05800000000000001,1000.0,32,640000,0.004944408,31.254094423913653,0.0008765565518764753,-4.479884907482301e-08,18.666759252548218,6.194122791290283,24.860883712768555,4.2724607851596375e-08,1.1920928133513087e-10,0.7717875838279724,0.10662917047739029,0.03357641026377678,0.13816741108894348,0.3329322040081024,1.0
