Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/StopIter,Train/KL,Train/LR,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv
-718.0899932835107,0.0,1000.0,1,20000,40,0.013000832870602608,0.00029939999999999996,25.152443973401102,0.0018712160901986428,-0.012761885316271824,18.162362575531006,94.10497689247131,112.26734185218811,6.408691177739456e-08,-5.00678998260895e-10
-676.5399628288573,0.03165921670868232,1000.0,2,40000,40,0.014639715664088726,0.00029879999999999994,26.866801719924513,0.0004592851266253432,-0.01574548390331699,18.353237867355347,94.72615885734558,113.07939791679382,-9.307861148499796e-08,-6.914138706015649e-10
-650.8171922651023,0.021033114969652454,1000.0,3,60000,40,0.016544360667467117,0.00029819999999999993,33.299552073646275,8.785317872418916e-06,-0.020085664256103933,20.42320442199707,93.29024410247803,113.71345138549805,-1.525878801089675e-08,2.898275786034077e-10
-600.432793286032,0.015,1000.0,4,80000,40,0.018403762951493263,0.0002975999999999999,24.71527994349361,0.0016894851467099035,-0.02268603169493163,18.661911010742188,92.51680254936218,111.17871522903442,1.5258788677030566e-09,9.536742923144104e-11
-551.2142475201656,0.04000000000000001,1000.0,5,100000,38,0.02014434151351452,0.0002969999999999999,30.41655180990265,4.379687674070187e-06,-0.024414593258260935,18.102506637573242,88.66107559204102,106.7635850906372,-2.1362303925798187e-08,-6.826594289854881e-10
-501.5781099646748,0.05600000000000001,1000.0,6,120000,31,0.02004285529255867,0.0002963999999999999,32.448238080301984,0.00043588716488340867,-0.02340025643054152,19.583674907684326,72.80893754959106,92.39261412620544,-6.103515470812226e-09,8.821487429422348e-10
-462.9587304264602,0.036000000000000004,1000.0,7,140000,22,0.021924328058958054,0.00029579999999999987,22.760411861086183,2.15367241674791e-06,-0.025077797171616217,18.318622827529907,51.26246690750122,69.58109259605408,-6.103515470812226e-09,-1.184828568590035e-09
-427.23504438083035,0.014000000000000002,1000.0,8,160000,17,0.020140275359153748,0.0002951999999999999,21.76331208680183,1.5000506776277852e-06,-0.021008186815931394,19.197334051132202,39.22807168960571,58.425408601760864,4.577636492086867e-09,1.4211981591571998e-10
-397.12295729873495,0.0,1000.0,9,180000,15,0.020135508850216866,0.0002945999999999999,14.78310495169399,1.0516562231291219e-06,-0.022480092035989347,18.76863384246826,35.132659673690796,53.90129518508911,7.629394005448376e-09,-2.3376195423807644e-10
-358.97457921135464,0.0,1000.0,10,200000,17,0.020398017019033432,0.0002939999999999999,20.21129172933973,7.355788188368652e-07,-0.020662316012118705,19.050998210906982,40.63627552986145,59.68727684020996,1.1444091896350983e-08,-5.103647712778603e-11
-319.6741678356229,0.0,1000.0,11,220000,15,0.02037758193910122,0.00029339999999999987,15.942567450753923,5.133186776513579e-07,-0.02085065047630566,19.70444393157959,34.37173938751221,54.076186180114746,-9.155272984173735e-09,-3.2596290250319626e-11
-279.8115400728106,0.0,1000.0,12,240000,16,0.02080914005637169,0.0002927999999999999,19.032155902050555,3.547548860791657e-07,-0.020409965308657595,19.225011110305786,37.11669731140137,56.34171009063721,1.0681151962899094e-08,-1.9185245406228013e-11
-246.7971975874952,0.0,1000.0,13,260000,14,0.02147076278924942,0.0002921999999999999,19.241441398600582,2.4622979423385547e-07,-0.02131682993620566,19.171222925186157,34.1225700378418,53.29379391670227,-9.155272984173735e-09,-2.6333143998691355e-10
-216.99384576608145,0.002,1000.0,14,280000,13,0.020971203222870827,0.0002915999999999999,15.604686625732137,0.0004323623872044034,-0.019674805880579835,19.494399785995483,29.758225202560425,49.25262808799744,-1.5258788677030566e-09,4.768371461572052e-11
-184.7987169428536,0.023,1000.0,15,300000,10,0.021995848044753075,0.00029099999999999986,17.596573040203545,0.00043221004711878054,-0.01785141363674507,18.37834668159485,23.778955698013306,42.15730404853821,3.9672851670502496e-08,-1.788139358804841e-10
-143.8745135295588,0.07800000000000003,1000.0,16,320000,12,0.02014312520623207,0.00029039999999999985,19.342999075929196,0.0019686638411278755,-0.01797834168390606,19.691250324249268,28.427977561950684,48.1192307472229,4.577636758540393e-08,-1.9073485846288207e-10
-109.1291097899776,0.08800000000000001,1000.0,17,340000,7,0.0205144751816988,0.00028979999999999983,14.70377309460555,1.4555592952813655e-07,-0.01461074788153974,17.88393259048462,16.5418062210083,34.42574143409729,6.866454960174906e-09,8.041970561700751e-11
-72.24114369957515,0.11200000000000002,1000.0,18,360000,11,0.02146710827946663,0.0002891999999999998,21.46341420466423,0.0025252033417485172,-0.016466014109110454,19.732959270477295,26.418335676193237,46.151296615600586,9.155272984173735e-09,4.768371253405235e-10
-28.227121830099094,0.084,1000.0,19,380000,6,0.020919431000947952,0.0002885999999999998,17.85058247370207,0.0008612572344741192,-0.013975586231869345,19.458027124404907,14.104017734527588,33.56204628944397,-3.890990996069377e-08,-2.145767175054658e-10
25.139990400444397,0.13800000000000004,1000.0,20,400000,6,0.020112410187721252,0.00028799999999999984,24.57046161799893,0.00253376618384864,-0.011195326536393966,17.631897687911987,13.879015445709229,31.51091480255127,-3.890990996069377e-08,0.0
76.40981441802707,0.13900000000000004,1000.0,21,420000,8,0.020538238808512688,0.00028739999999999983,24.289940106983003,0.0008625362349354728,-0.014858541965927964,19.53275489807129,18.581889390945435,38.1146457195282,1.0681151962899094e-08,0.0
141.31624626998948,0.192,1000.0,22,440000,8,0.020989105105400085,0.0002867999999999998,28.333874631994448,0.005828948299332738,-0.014134260774485933,19.15671992301941,18.653087615966797,37.80980896949768,2.3651121949797016e-08,-7.629394338515283e-10
188.8970336485487,0.3570000000000001,1000.0,23,460000,3,0.0210370272397995,0.0002861999999999998,28.387533287397716,0.004212685136286252,-0.005189504024113456,18.973703384399414,6.6078174114227295,25.58152198791504,4.1961669694501325e-08,2.861022807554292e-10
233.82223909352518,0.472,1000.0,24,480000,7,0.02005007117986679,0.0002855999999999998,28.87388871000108,0.010317990796335549,-0.012765335539693378,19.549203157424927,16.81712317466736,36.36632800102234,3.433227391269611e-08,1.5258788677030566e-09
285.2015929288216,0.774,1000.0,25,500000,7,0.022074662148952484,0.00028499999999999977,36.54993982981025,0.013852185668689478,-0.012332644695284322,17.89400005340576,16.704382181167603,34.598384141922,-1.2207030941624453e-08,-7.629394338515283e-10
361.06783500410876,1.0619999999999998,1000.0,26,520000,6,0.02064487524330616,0.00028439999999999976,38.65595280298918,0.017547015368506103,-0.010724208728312113,19.46330165863037,14.032159566879272,33.49546217918396,3.280639404579233e-08,7.629394338515283e-10
442.00051434230164,1.565,1000.0,27,540000,9,0.021945379674434662,0.00028379999999999974,45.61997289931812,0.03708480047843927,-0.013870932603169617,19.006903648376465,21.514548540115356,40.52145457267761,-9.155272984173735e-09,0.0
507.0900224591263,2.5749999999999997,1000.0,28,560000,4,0.020598959177732468,0.00028319999999999973,50.584929962889454,0.06693759017189542,-0.0064594910655634856,18.94057536125183,9.314695119857788,28.255272150039673,3.890990996069377e-08,9.53674250681047e-10
559.4707902085809,3.6510000000000007,1000.0,29,580000,5,0.02644876018166542,0.0002825999999999997,42.00012690876239,0.05551763427095672,-0.008085703292189125,19.02435326576233,11.630777597427368,30.655132293701172,-4.1198727984692596e-08,-4.577636492086867e-09
622.5873924843329,4.543,1000.0,30,600000,5,0.020533140748739243,0.0002819999999999997,51.46464817546808,0.08149389394829734,-0.007200395696150799,18.603792428970337,11.38793659210205,29.99173069000244,-6.103515470812226e-09,-7.629394338515283e-10
698.4164200500397,6.0089999999999995,1000.0,31,620000,2,0.02093079686164856,0.00028139999999999974,51.81580315915921,0.169112482866921,-0.0003335565676728186,19.327291011810303,4.641232013702393,23.968525409698486,-1.754760781125242e-08,1.9073485846288207e-10
793.6077889607692,8.498000000000001,1000.0,32,640000,7,0.02188907191157341,0.0002807999999999997,60.341285317306486,0.1967414380367871,-0.010203334182800087,18.95090413093567,16.663825035095215,35.61473059654236,1.4114379887075756e-08,3.051757735406113e-09
870.697443602539,11.748999999999999,1000.0,33,660000,3,0.02046741545200348,0.0002801999999999997,57.35476780851809,0.28152357905119246,-0.002318855078000262,19.5702543258667,7.134009122848511,26.704265832901,2.4414061883248905e-08,3.051757735406113e-09
948.1732069609579,14.950999999999999,1000.0,34,680000,4,0.020217854529619217,0.0002795999999999997,67.37464608780492,0.3775266814834108,-0.004258793004351064,18.6881422996521,9.104466438293457,27.79261040687561,2.632141082870021e-08,2.1362303925798187e-08
995.0062527205582,18.037,1000.0,35,700000,5,0.023378055542707443,0.0002789999999999997,74.46231328824076,0.40476011527232086,-0.0074162066923067595,19.407931566238403,11.813746452331543,31.22167992591858,4.577636758540393e-08,3.814697002724188e-09
1046.2669238061028,21.440000000000005,1000.0,36,720000,4,0.022242378443479538,0.00027839999999999967,82.31997297061518,0.4030429484626165,-0.00510650631427146,18.522737741470337,9.395447492599487,27.9181866645813,-2.2888182460434336e-09,1.907348501362094e-09
1092.1206781007772,24.158,1000.0,37,740000,4,0.022834373638033867,0.00027779999999999965,74.1806948771492,0.5931110940635586,-0.005208004287595804,19.492371559143066,9.238053798675537,28.730426788330078,3.814697002724188e-09,1.2969969986897922e-08
1218.069925736713,31.398000000000003,1000.0,38,760000,2,0.02498789131641388,0.00027719999999999964,83.51441798347254,0.736031429669537,0.001128085781805241,18.305814504623413,4.338967561721802,22.64478349685669,4.577636492086867e-09,2.9373168786150927e-08
1321.8372503446456,39.636,1000.0,39,780000,1,0.023148849606513977,0.0002765999999999996,82.26727319296937,1.0626897744286936,0.008010146782373467,19.58603525161743,2.0953872203826904,21.681424856185913,7.629394005448376e-09,-1.5258788677030566e-09
1402.849359777786,47.82,1000.0,40,800000,1,0.023440828546881676,0.0002759999999999996,85.56294845239803,1.161768955925402,0.006838180940038861,19.094228506088257,2.2626967430114746,21.356926679611206,-7.629394338515283e-10,-9.155272984173735e-09
1473.5163914166944,56.30499999999999,1000.0,41,820000,2,0.024988122284412384,0.0002753999999999996,92.72329471819698,1.3000213679033346,0.0027105553736225863,19.082799434661865,4.863497018814087,23.946298122406006,-2.6702879907247734e-09,1.831054596834747e-08
1560.7638414986834,66.204,1000.0,42,840000,1,0.0272677019238472,0.0002747999999999996,88.81145313372627,1.8070007297939386,0.008584775069294075,18.384676694869995,2.3083646297454834,20.693042516708374,7.171630755919978e-08,7.476806729300733e-08
1585.6728232170994,71.19499999999998,1000.0,43,860000,3,0.022972749546170235,0.0002741999999999996,81.70817488120895,1.8422111682236766,-0.0011425514896901143,18.177656888961792,7.199260711669922,25.376919269561768,4.2724607851596375e-08,-7.629394005448376e-09
1607.055480531644,78.54800000000002,1000.0,44,880000,2,0.028774334117770195,0.0002735999999999996,102.85799833608512,2.2852837656633542,0.0027210632400117077,20.154351711273193,4.6828083992004395,24.837162733078003,2.7465819840699623e-08,1.678466787780053e-08
1638.122203059236,88.077,1000.0,45,900000,6,0.023394586518406868,0.00027299999999999964,89.12738974025837,2.0548825495667096,-0.007524644928221631,19.816967010498047,13.846255540847778,33.663225412368774,-7.629394005448376e-09,1.5258788677030566e-09
1679.7352537205213,95.05000000000001,1000.0,46,920000,2,0.020313706248998642,0.00027239999999999963,113.32881407082652,2.551617132208218,0.0019398983210896531,19.777709484100342,4.500391006469727,24.278103351593018,4.959106458812812e-09,-6.103515470812226e-09
1731.3831858996448,101.189,1000.0,47,940000,1,0.03777790442109108,0.0002717999999999996,111.42896716815595,2.950609618101638,0.009743596239687917,18.158499717712402,2.447575807571411,20.606076955795288,2.0980834847250662e-08,-3.051757735406113e-09
1802.140688064112,114.41100000000002,1000.0,48,960000,1,0.029951145872473717,0.0002711999999999996,104.422143265843,3.426557847866997,0.010575941207405097,18.66572666168213,2.395448684692383,21.061177968978882,1.5258788677030566e-09,2.2888183792701966e-08
1810.4635388431518,119.60500000000002,1000.0,49,980000,2,0.024284018203616142,0.00027059999999999964,98.55033366901044,3.3288647395353346,0.0032380906628450743,19.185175895690918,4.329334020614624,23.514511585235596,3.4713742991243635e-08,1.3732909920349812e-08
1817.0088162390043,121.36699999999999,1000.0,50,1000000,1,0.025386448949575424,0.0002699999999999996,114.54100315715559,3.6200890655334765,0.006849790173478591,18.92480230331421,2.3508460521698,21.27565050125122,1.525878801089675e-08,-1.5258788677030566e-09
