Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
-641.9075522443542,0.005131578947368421,1000.0,1,20000,0.0009853799,23.545590627876816,0.00505482431928995,2.1440982322928903e-07,19.395048141479492,5.474920034408569,24.869970083236694,-2.1514891557217197e-07,-8.225440883968815e-10,0.678159773349762,0.08241197466850281,0.04348764196038246,0.12153778970241547,0.3936709463596344,1.0
-626.274688597946,0.034040169089634705,1000.0,2,40000,0.000988401,21.703786801380716,0.00015872143122595941,2.7053058460069224e-08,19.497150659561157,6.515681505203247,26.012835025787354,-2.7465819840699623e-08,-3.8146971692576415e-10,0.6696179509162903,0.08217018097639084,0.04460419341921806,0.1227283626794815,0.4053660035133362,1.0
-607.1722292448942,0.021033114969652454,1000.0,3,60000,0.0011764348,27.77270872759971,6.880607682543103e-05,5.564093541465809e-08,19.635415077209473,6.834595203399658,26.470011711120605,-5.41687015243042e-08,-4.1723249855074585e-11,0.6805191040039062,0.08510508388280869,0.04318661987781525,0.12507469952106476,0.385236918926239,1.0
-573.8410068719413,0.008,1000.0,4,80000,0.0009057934,22.56038028480141,7.406415150784202e-07,4.4138914745417424e-08,17.790282726287842,6.976666212081909,24.766949892044067,-4.882812376649781e-08,-1.1101364966181748e-10,0.6789393424987793,0.08058920502662659,0.04338783025741577,0.11871462315320969,0.40478605031967163,1.0
-537.2549392497917,0.0,1000.0,5,100000,0.00092808704,27.607310470653946,5.153402998355273e-07,-4.520714114164548e-08,19.743329763412476,6.295235872268677,26.038567304611206,3.890990996069377e-08,-1.921318382169801e-10,0.6698032021522522,0.08034305274486542,0.04457952827215195,0.1199655756354332,0.4141542315483093,1.0
-507.8608450471732,0.0,1000.0,6,120000,0.0008961573,23.672905771899377,3.5882504233935036e-07,2.7400766100527107e-08,17.229900598526,6.724196910858154,23.95409917831421,-3.356933575560106e-08,-6.519258050063925e-11,0.724363386631012,0.08044300228357315,0.03811683878302574,0.11106979101896286,0.3804493844509125,1.0
-476.8630098412415,0.0,1000.0,7,140000,0.0009330529,26.324915551228127,2.5286545674337437e-07,3.0048795451875776e-08,20.00948405265808,6.7396955490112305,26.749181032180786,-2.3651121949797016e-08,2.9373914411934265e-10,0.7153898477554321,0.08040858805179596,0.039079077541828156,0.11241143196821213,0.3842196762561798,1.0
-443.70291456217075,0.0,1000.0,8,160000,0.0012277255,18.943023543145248,1.7147698252422708e-07,1.630657209261699e-08,19.578050136566162,6.707085132598877,26.28513765335083,-1.3351439953623867e-08,9.443610476944642e-11,0.6602318286895752,0.0857076495885849,0.04588143527507782,0.12982916831970215,0.3947194516658783,1.0
-401.5636737668213,0.0,1000.0,9,180000,0.001212772,18.822001514313328,1.2205129806013164e-07,-5.3477240413712934e-09,19.76414155960083,6.221227169036865,25.98537039756775,3.814697002724188e-09,-7.217749835308762e-12,0.663119912147522,0.084206722676754,0.04548264667391777,0.12699788808822632,0.40302160382270813,1.0
-377.49046287369845,0.0,1000.0,10,200000,0.00086447014,16.805005305587866,8.698461288498741e-08,-2.4480977245389113e-09,18.63943886756897,6.000983715057373,24.640424966812134,3.433227480087453e-09,-1.5897676231002578e-10,0.8705215454101562,0.07905509322881699,0.026391908526420593,0.09083262085914612,0.32642748951911926,1.0
-353.6314608653161,0.0,1000.0,11,220000,0.0011408435,18.99118116342338,6.052665058240807e-08,4.194420810677002e-09,18.455651998519897,6.487071990966797,24.94272541999817,-9.155272984173735e-09,-1.629814447463851e-12,0.82597815990448,0.08133889734745026,0.02931518666446209,0.09848961234092712,0.34334129095077515,1.0
-325.4512137921171,0.0,1000.0,12,240000,0.0012664392,21.922850010501353,4.2119991968122345e-08,6.120931317354916e-09,18.932526350021362,6.693110942840576,25.625638961791992,-6.103515470812226e-09,1.7601996249450025e-11,0.7303668856620789,0.08279536664485931,0.0374927818775177,0.11337364464998245,0.3839282691478729,1.0
-287.16977963298984,0.0,1000.0,13,260000,0.0008654603,16.667155174692724,3.08928958383497e-08,3.0864495403903902e-09,19.215420484542847,6.753162384033203,25.96858501434326,-2.0980834847250662e-09,3.4947877924906834e-11,0.8677651882171631,0.07781271636486053,0.02655983716249466,0.0896877646446228,0.33067986369132996,1.0
-259.25758406122117,0.0,1000.0,14,280000,0.0014291476,14.499703806372965,2.0711426813364773e-08,3.1037372671960384e-09,19.08978843688965,5.836673736572266,24.92646336555481,-6.103515470812226e-09,5.1944514661839136e-11,0.7273306846618652,0.0844322144985199,0.03780646249651909,0.11609825491905212,0.37743911147117615,1.0
